name,name_with_address,site,subtypes,phone,full_address,borough,street,city,postal_code,state,country,country_code,latitude,longitude,time_zone,rating,reviews,street_view,working_hours,about,logo,verified,booking_appointment_link,location_link,place_id
Peerless Plumbing & Nudrain Phoenix,"Peerless Plumbing & Nudrain Phoenix3801 E Roeser Rd #20, Phoenix, AZ 85040",https://peerlessplumbingrepipes.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp%26utm_campaign%3Dmaps,Plumber,+1 602-265-5508,"3801 E Roeser Rd #20, Phoenix, AZ 85040",South Mountain Village,3801 E Roeser Rd #20,Phoenix,85040,Arizona,United States of America,US,33.3989693,-111.9989058,America/Phoenix,5,563,https://lh3.googleusercontent.com/p/AF1QipMD3PnCaBknVewjFMPb1odis1omoQSzs1V2kpuf=w1600-h1000-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}","{""Service options"": {""Onsite services"": true}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh6.googleusercontent.com/--pCZtTQT3iU/AAAAAAAAAAI/AAAAAAAAAAA/FdaoUu0X0kc/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://peerlessplumbingrepipes.com/contact,"https://www.google.com/maps/place/Peerless+Plumbing+%26+Nudrain+Phoenix/@33.3989693,-111.99890579999999,14z/data=!4m8!1m2!2m1!1sPeerless+Plumbing+%26+Nudrain+Phoenix!3m4!1s0x872a5529b2feaaab:0x496076aacc98cd70!8m2!3d33.3989693!4d-111.99890579999999",ChIJq6r-silVKocRcM2YzKp2YEk
"Zippity Split Plumbing, Drain Cleaning, and Sewer Repair","Zippity Split Plumbing, Drain Cleaning, and Sewer Repair2425 W 12th St #4, Tempe, AZ 85281",https://zippitysplitplumbing.com/tempe-az/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp_tempe,"Plumber, Bathroom remodeler, Drainage service, Hot water system supplier, Kitchen remodeler, Swimming pool repair service, Water filter supplier, Water jet cutting service, Water softening equipment supplier",+1 480-374-4995,"2425 W 12th St #4, Tempe, AZ 85281",None,2425 W 12th St #4,Tempe,85281,Arizona,United States of America,US,33.4154885,-111.9753021,America/Phoenix,5,595,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysvYfb6ILcCOUDD63nyHWlpQK49ejYBMm72tCofCye-GNqBVi7cO6obvqstSpq8WcPRAGA1N57aiqs-k7Mu6Pp0fFLglWdDDVCV6SL1TKUZXxAnenFejxRoq37Xg_zeF72JnuWbg=w1600-h1000-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""7:30AM-10PM"", ""Tuesday"": ""7:30AM-10PM"", ""Wednesday"": ""7:30AM-10PM"", ""Thursday"": ""7:30AM-10PM"", ""Friday"": ""7:30AM-10PM"", ""Saturday"": ""7:30AM-10PM""}","{""Service options"": {""Onsite services"": true}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true, ""NFC mobile payments"": true}}",https://lh6.googleusercontent.com/-M73lJu2KrHk/AAAAAAAAAAI/AAAAAAAAAAA/6wQRnHCYAM4/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://zippitysplitplumbing.com/contact-us/?utm_source=google&utm_medium=organic&utm_campaign=gbp_tempe,"https://www.google.com/maps/place/Zippity+Split+Plumbing%2C+Drain+Cleaning%2C+and+Sewer+Repair/@33.415488499999995,-111.9753021,14z/data=!4m8!1m2!2m1!1sZippity+Split+Plumbing%2C+Drain+Cleaning%2C+and+Sewer+Repair!3m4!1s0x872b0dc5f6bba431:0x7fca1eebdb80998!8m2!3d33.415488499999995!4d-111.9753021",ChIJMaS79sUNK4cRmAm4ve6h_Ac
Mr. Rooter Plumbing Of Oklahoma City,"Mr. Rooter Plumbing Of Oklahoma City8132 W Reno Ave, Oklahoma City, OK 73127",https://www.mrrooter.com/oklahoma-city/%3Fcid%3DLSTL_MRR000199%26utm_source%3Dgmb%26utm_campaign%3Dlocal%26utm_medium%3Dorganic,"Plumber, Drainage service, Hot water system supplier, Septic system service, Water filter supplier",+1 405-241-4262,"8132 W Reno Ave, Oklahoma City, OK 73127",Central Oklahoma City,8132 W Reno Ave,Oklahoma City,73127,Oklahoma,United States of America,US,35.4629522,-97.6580619,America/Chicago,4.9,52,https://lh3.googleusercontent.com/p/AF1QipOkNl6A60TODH2Zh6cYlKU1DKpjL53Gwih1z-ka=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Service options"": {""Online estimates"": true, ""Onsite services"": true, ""Language assistance"": ""English""}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh5.googleusercontent.com/-qZo7kESdKgA/AAAAAAAAAAI/AAAAAAAAAAA/6iN6KzWnAP8/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://www.mrrooter.com/oklahoma-city/request-job-estimate/?cid=LSTL_MRR-CA000200&utm_source=gmbappt&utm_medium=organic&utm_campaign=local,"https://www.google.com/maps/place/Mr.+Rooter+Plumbing+Of+Oklahoma+City/@35.4629522,-97.65806189999999,14z/data=!4m8!1m2!2m1!1sMr.+Rooter+Plumbing+Of+Oklahoma+City!3m4!1s0x87b20fa74b17c2d1:0x2feb0deb5ed5352e!8m2!3d35.4629522!4d-97.65806189999999",ChIJ0cIXS6cPsocRLjXVXusN6y8
Roto-Rooter Plumbing & Water Cleanup,"Roto-Rooter Plumbing & Water Cleanup3230 E Washington St Ste 101, Phoenix, AZ 85034",https://www.rotorooter.com/phoenix/%3Futm_source%3DGoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dwebsite,"Plumber, Contractor, Drainage service, Excavating contractor, Repair service, Water damage restoration service, Water filter supplier, Water softening equipment supplier, Water testing service",+1 623-687-3369,"3230 E Washington St Ste 101, Phoenix, AZ 85034",Acre City,3230 E Washington St Ste 101,Phoenix,85034,Arizona,United States of America,US,33.448537,-112.0116603,America/Phoenix,4.9,1218,https://lh3.googleusercontent.com/p/AF1QipNd7traxs6hdWxzeOgZLe6fyHOYtW1RMGqOorzI=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Spanish""}, ""Offerings"": {""Repair services"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Payments"": {""Credit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",https://lh6.googleusercontent.com/-xB8z5KxQs8c/AAAAAAAAAAI/AAAAAAAAAAA/9bHDinfrQP8/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://www.rotorooter.com/schedule-service/?zipCode=85034&rwg_token=ACgRB3dOfTPLFLVdB_x3H5vV0XJVQrPTvS3mLSRMII6NNz8-ETZWHH_H6-XD5QIdD94uSjz9ehTIGdKiTkTAcUBLOrl6zUyhG4Ee8R_MiuH4VdJpObnDL5g%3D,"https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/@33.448537,-112.01166029999999,14z/data=!4m8!1m2!2m1!1sRoto-Rooter+Plumbing+%26+Water+Cleanup!3m4!1s0x872b138cfebe0ab3:0x40782cc3afb5022a!8m2!3d33.448537!4d-112.01166029999999",ChIJswq-_owTK4cRKgK1r8MseEA
Arid Valley Plumbing,"Arid Valley Plumbing2114 E 5th St, Tempe, AZ 85288",https://aridvalleyaz.com/plumber-in-tempe-az/%3Futm_source%3Dgoogle%26utm_medium%3Dgmb-tempe,"Plumber, Drainage service, Hot water system supplier, Repair service, Water filter supplier, Water purification company, Water softening equipment supplier",+1 480-485-2832,"2114 E 5th St, Tempe, AZ 85288",None,2114 E 5th St,Tempe,85288,Arizona,United States of America,US,33.425992,-111.89625,America/Phoenix,5,440,https://lh3.googleusercontent.com/p/AF1QipO8qqnlylBNZZHthQpoeUgQpSyYYcFfxSmHE3A=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh3.googleusercontent.com/-ml4dORaxPok/AAAAAAAAAAI/AAAAAAAAAAA/u8nTlfpWFGM/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://aridvalleyaz.com/contact-us/,"https://www.google.com/maps/place/Arid+Valley+Plumbing/@33.425992,-111.89625,14z/data=!4m8!1m2!2m1!1sArid+Valley+Plumbing!3m4!1s0x872b099b32a137e1:0x4e4a571260f1ede7!8m2!3d33.425992!4d-111.89625",ChIJ4TehMpsJK4cR5-3xYBJXSk4
Pipe Masters Plumbing & Sewer,"Pipe Masters Plumbing & Sewer1210 W Alameda Dr Suite 103, Tempe, AZ 85282",https://www.pipemastersaz.com/,Plumber,+1 480-707-3067,"1210 W Alameda Dr Suite 103, Tempe, AZ 85282",None,1210 W Alameda Dr Suite 103,Tempe,85282,Arizona,United States of America,US,33.4010851,-111.9576055,America/Phoenix,4.7,29,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIOq4w8oqaFbxBge0ASpoMi5-ccgOlx701BiNI-id8lIHxIBl680G4J5k1RTJfny2aJPZuHVHH1IJSN2OEMf3Fds2dC_eTcJwiJMEhnC1MJwPV4Pc_t4xl0DivH-jl8aqU-VTnL1s2XVLK=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Offerings"": {""Repair services"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""On-site parking"": true}}",https://lh3.googleusercontent.com/-EGIw00LFa88/AAAAAAAAAAI/AAAAAAAAAAA/G4GIvGoG1bA/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/Pipe+Masters+Plumbing+%26+Sewer/@33.401085099999996,-111.9576055,14z/data=!4m8!1m2!2m1!1sPipe+Masters+Plumbing+%26+Sewer!3m4!1s0x872b0f78d24ec441:0xd4689d1577636fd9!8m2!3d33.401085099999996!4d-111.9576055",ChIJQcRO0ngPK4cR2W9jdxWdaNQ
"Go Direct Plumbing, Sewer and Water","Go Direct Plumbing, Sewer and Water1826 W Broadway Rd #22, Mesa, AZ 85202",https://godirectplumbing.com/,"Plumber, Air conditioning repair service, Drainage service, Furnace repair service, HVAC contractor",+1 303-288-0039,"1826 W Broadway Rd #22, Mesa, AZ 85202",None,1826 W Broadway Rd #22,Mesa,85202,Arizona,United States of America,US,33.4094715,-111.8703695,America/Phoenix,4.7,13,https://lh3.googleusercontent.com/p/AF1QipMV9anSRSJRWUO1PRjy0VCedxaihy3Zc06I78U=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""From the business"": {""Identifies as Latino-owned"": true}, ""Service options"": {""Online estimates"": true, ""Onsite services"": true, ""Language assistance"": ""English, Spanish""}, ""Offerings"": {""Repair services"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Payments"": {""Credit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as Latino-owned"": true}}",https://lh3.googleusercontent.com/-bDhtLYbDcXU/AAAAAAAAAAI/AAAAAAAAAAA/xZoT83kP24o/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/Go+Direct+Plumbing%2C+Sewer+and+Water/@33.409471499999995,-111.8703695,14z/data=!4m8!1m2!2m1!1sGo+Direct+Plumbing%2C+Sewer+and+Water!3m4!1s0x872b0945af034a7b:0xf1f7386ccba16edd!8m2!3d33.409471499999995!4d-111.8703695",ChIJe0oDr0UJK4cR3W6hy2w49_E
Pink Plumbing and Sewer,"Pink Plumbing and Sewer2375 E Camelback Rd #600, Phoenix, AZ 85016",http://www.pinkplumbingandsewer.com/,Plumber,+1 602-562-5290,"2375 E Camelback Rd #600, Phoenix, AZ 85016",Camelback East Village,2375 E Camelback Rd #600,Phoenix,85016,Arizona,United States of America,US,33.508714,-112.030637,America/Phoenix,4.9,197,https://lh3.googleusercontent.com/p/AF1QipP7UyqCbOFeWZVGg2HoJ55k24_9Cxe5pOyVFajx=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""English""}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}, ""Other"": {""Identifies as women-owned"": true}}",https://lh3.googleusercontent.com/-Uda8WJgKB40/AAAAAAAAAAI/AAAAAAAAAAA/cfEkJpPVG4U/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/Pink+Plumbing+and+Sewer/@33.508714,-112.030637,14z/data=!4m8!1m2!2m1!1sPink+Plumbing+and+Sewer!3m4!1s0x872b6bbc473907bf:0x86d7f57062e35d2c!8m2!3d33.508714!4d-112.030637",ChIJvwc5R7xrK4cRLF3jYnD114Y
Layin Pipe LLC,"Layin Pipe LLC2209 W 1st St #105, Tempe, AZ 85281",http://www.layinpipeplumbing.com/,"Plumber, Water softening equipment supplier",+1 602-882-1815,"2209 W 1st St #105, Tempe, AZ 85281",None,2209 W 1st St #105,Tempe,85281,Arizona,United States of America,US,33.4282982,-111.9731821,America/Phoenix,4.9,31,https://lh3.googleusercontent.com/p/AF1QipOIlUJ9N1yFX7Y5JoQ7EmBruZCov-zn6xA7-U8N=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Service options"": {""Online estimates"": true, ""Onsite services"": true}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh3.googleusercontent.com/-3TyiA7sXOjk/AAAAAAAAAAI/AAAAAAAAAAA/FBQ-i9FjCww/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://www.layinpipeplumbing.com/,"https://www.google.com/maps/place/Layin+Pipe+LLC/@33.4282982,-111.97318209999999,14z/data=!4m8!1m2!2m1!1sLayin+Pipe+LLC!3m4!1s0x872ba82fc74100b5:0x5252a31be5e0a3ee!8m2!3d33.4282982!4d-111.97318209999999",ChIJtQBBxy-oK4cR7qPg5RujUlI
Loves Plumbing and Sewer,"Loves Plumbing and Sewer5400 W Dakin St, Chicago, IL 60641",https://lovesplumbingandsewer.com/,Plumber,+1 773-370-0079,"5400 W Dakin St, Chicago, IL 60641",Portage Park,5400 W Dakin St,Chicago,60641,Illinois,United States of America,US,41.9523352,-87.7635203,America/Chicago,4.8,56,https://lh3.googleusercontent.com/p/AF1QipMZ8Xl-TfaLMfS-fLlzO8K1ahbcB4gZt_SUdAyK=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Service options"": {""Online estimates"": true, ""Onsite services"": true, ""Language assistance"": ""English""}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh3.googleusercontent.com/-L48cCmnuYfM/AAAAAAAAAAI/AAAAAAAAAAA/QN8-doCyQDc/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/Loves+Plumbing+and+Sewer/@41.9523352,-87.7635203,14z/data=!4m8!1m2!2m1!1sLoves+Plumbing+and+Sewer!3m4!1s0x880f1a6049ca8d67:0xc80063aa3e60d631!8m2!3d41.9523352!4d-87.7635203",ChIJZ43KSWAaD4gRMdZgPqpjAMg
The Pipe Doctor,"The Pipe Doctor12345 Lake City Way NE Ste 311, Seattle, WA 98125",http://www.thepipedr.com/,"Plumber, Drainage service, Utility contractor",+1 206-676-2192,"12345 Lake City Way NE Ste 311, Seattle, WA 98125",Victory Heights,12345 Lake City Way NE Ste 311,Seattle,98125,Washington,United States of America,US,47.7188116,-122.2958639,America/Los_Angeles,4.5,33,https://lh3.googleusercontent.com/p/AF1QipNqcMg0lou7NMMJHc0GQ3HmM3k1_cvqC9tBcaFN=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Service options"": {""Onsite services"": true}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh4.googleusercontent.com/-7bVWbT4qO74/AAAAAAAAAAI/AAAAAAAAAAA/T7ngNDlYEIw/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://thepipedr.com/contact/,"https://www.google.com/maps/place/The+Pipe+Doctor/@47.718811599999995,-122.2958639,14z/data=!4m8!1m2!2m1!1sThe+Pipe+Doctor!3m4!1s0x5490145155555555:0x3c168721a2c3b430!8m2!3d47.718811599999995!4d-122.2958639",ChIJVVVVVVEUkFQRMLTDoiGHFjw
North Coast Sewer and Drainage,"North Coast Sewer and Drainage8420 Lehigh Ave #2B, Morton Grove, IL 60053",https://northcoastplumbing.us/,Plumber,+1 847-361-0970,"8420 Lehigh Ave #2B, Morton Grove, IL 60053",None,8420 Lehigh Ave #2B,Morton Grove,60053,Illinois,United States of America,US,42.03429,-87.7852434,America/Chicago,5,39,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxdfLYv9R5y3ZdqhYduyOhmNFy1n8G_Y7J-hhxnMnHaWjGtvLs9cEosbzJlCC4Rw91a5i8k5YAJlv0qHK3_EEBtb9SspHfiA2uJl8yt-6n3xn3QjpTnw5FNE4ttBrmu_rswVSJr=w1600-h1000-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-3:30PM"", ""Tuesday"": ""7AM-3:30PM"", ""Wednesday"": ""7AM-3:30PM"", ""Thursday"": ""7AM-3:30PM"", ""Friday"": ""7AM-3:30PM"", ""Saturday"": ""8AM-2PM""}","{""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh5.googleusercontent.com/-IWPbXjaTAoc/AAAAAAAAAAI/AAAAAAAAAAA/uZUF0X-5X7k/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/North+Coast+Sewer+and+Drainage/@42.03429,-87.7852434,14z/data=!4m8!1m2!2m1!1sNorth+Coast+Sewer+and+Drainage!3m4!1s0x880fc9aebc70329d:0x70d3b5e7217d3c1d!8m2!3d42.03429!4d-87.7852434",ChIJnTJwvK7JD4gRHTx9Iee103A
Patriotic Plumbing And Rooter,"Patriotic Plumbing And Rooter14208 N 138th Dr, Surprise, AZ 85379",https://patrioticplumbingandrooter.com/%3Futm_source%3Dlocal%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"Plumber, Contractor, Drainage service, Hot water system supplier, Repair service, Water filter supplier, Water pump supplier, Water softening equipment supplier",+1 602-755-9373,"14208 N 138th Dr, Surprise, AZ 85379",Litchfield Manor,14208 N 138th Dr,Surprise,85379,Arizona,United States of America,US,33.6134135,-112.3587005,America/Phoenix,4.9,288,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzArJKuRXFRuuwIZLO1w03UnDG8fgjI-8KsE0T-kRJ1VG5j-nT5zr8ZnHiZwfpIfhzWd7rSo2Ry1fZAa1z7FBvT_L1NuGJhfCBNY4CH1SajfvRAdmV13du-X2nXiCnp302bH48N=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""From the business"": {""Identifies as veteran-owned"": true}, ""Service options"": {""Online estimates"": true, ""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Repair services"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Payments"": {""Credit cards"": true}, ""Parking"": {""Free parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as veteran-owned"": true}}",https://lh4.googleusercontent.com/-jYR3N_hpZpI/AAAAAAAAAAI/AAAAAAAAAAA/8_MwRwErZS4/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://book.housecallpro.com/book/Patriotic-Plumbing-and-Rooter---Surprise/e81d1514946347eb94583a3aca3c9088?v2=true&lead_source=google&merchant_id=171fc085-9f79-456e-929c-f9da7538a91b&rwg_token=ACgRB3epDO28Dhv_3cfbZ9unB1IqJMXR1b7vxXPTDKUAyw3VWPzs52_lHfqnFLzVVNatztI9cqeaMjuBQwl7AvX7DjJ0WB18LDSG-UEWFr_ZV7XeiTWV9uQ%3D,"https://www.google.com/maps/place/Patriotic+Plumbing+And+Rooter/@33.6134135,-112.3587005,14z/data=!4m8!1m2!2m1!1sPatriotic+Plumbing+And+Rooter!3m4!1s0x872b45166cf0a9bf:0x98496c467c644987!8m2!3d33.6134135!4d-112.3587005",ChIJv6nwbBZFK4cRh0lkfEZsSZg
Plumbing Pals,"Plumbing Pals2424 E York St Suite 100-B, Philadelphia, PA 19125",https://www.economydrainclean.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-profile-philadelphia,"Plumber, Air conditioning contractor, Air conditioning repair service, Bathroom remodeler, Boiler supplier, Furnace repair service, Gas installation service, Heating contractor, Hot water system supplier, HVAC contractor",+1 267-719-2354,"2424 E York St Suite 100-B, Philadelphia, PA 19125",Fishtown,2424 E York St Suite 100-B,Philadelphia,19125,Pennsylvania,United States of America,US,39.9774533,-75.1245282,America/New_York,4.9,1549,https://lh3.googleusercontent.com/p/AF1QipN8gqsgosypbKzH8nvEqjRElBQVPiWQj9YwhpDU=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Service options"": {""Online estimates"": true, ""Onsite services"": true}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh3.googleusercontent.com/-HfilonJKqCU/AAAAAAAAAAI/AAAAAAAAAAA/mA-cTF5L8l8/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://economydrainclean.com/contact/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb_1seo&utm_term=link&utm_content=contact,"https://www.google.com/maps/place/Plumbing+Pals/@39.9774533,-75.1245282,14z/data=!4m8!1m2!2m1!1sPlumbing+Pals!3m4!1s0x89c6c9014bc7ab05:0x9a937558d3f2fecd!8m2!3d39.9774533!4d-75.1245282",ChIJBavHSwHJxokRzf7y01h1k5o
Rocky Mountain Sewer Pros,Rocky Mountain Sewer Pros,https://rockymountainsewerpros.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp%26utm_campaign%3Dmaps,"Plumber, Drainage service, Service establishment",+1 970-307-4667,,,,,,,,,38.9999136,-107.904825,America/Denver,4.9,137,https://lh3.googleusercontent.com/p/AF1QipO4z4up8rUF5p5ZwiEPTUtEyybe1qZ07LkJQ0WE=w1600-h1000-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Closed""}","{""Offerings"": {""Repair services"": true}}",https://lh6.googleusercontent.com/-uCQ0e6V364A/AAAAAAAAAAI/AAAAAAAAAAA/V_Bl3HC17l8/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://rockymountainsewerpros.com/schedule/,"https://www.google.com/maps/place/Rocky+Mountain+Sewer+Pros/@38.9999136,-107.90482499999999,14z/data=!4m8!1m2!2m1!1sRocky+Mountain+Sewer+Pros!3m4!1s0xad6ffaebb9dd1f:0x3a5773eaae978c90!8m2!3d38.9999136!4d-107.90482499999999",ChIJH9256_pvrQARkIyXrupzVzo
Drain Terrier,"Drain Terrier6515 S Allison St, Littleton, CO 80123",https://drainterrier.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-listing,"Plumber, Drainage service, Septic system service",+1 720-999-6120,"6515 S Allison St, Littleton, CO 80123",None,6515 S Allison St,Littleton,80123,Colorado,United States of America,US,39.5998099,-105.086864,America/Denver,4.8,397,https://lh3.googleusercontent.com/p/AF1QipMDibfCgt1XMkPSIOH7lug32G5g6nUPlrQuN7cC=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Online estimates"": true, ""Onsite services"": true}, ""Offerings"": {""Repair services"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Payments"": {""Credit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",https://lh3.googleusercontent.com/-U_LQpVHilWY/AAAAAAAAAAI/AAAAAAAAAAA/uILvv5fm-Bc/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://book.housecallpro.com/book/Drain-Terrier/fa2d352245554961885c9c77e76ba75e?v2=true,"https://www.google.com/maps/place/Drain+Terrier/@39.5998099,-105.08686399999999,14z/data=!4m8!1m2!2m1!1sDrain+Terrier!3m4!1s0x876b7f11928ec09b:0x8c66ce2d286ae4db!8m2!3d39.5998099!4d-105.08686399999999",ChIJm8COkhF_a4cR2-RqKC3OZow
